"Cylinders","Fuel_Type","City_MPG","Highway_MPG","CO2_Emissions"
"8","Hybrid",22.9,26.4,170
"6","Gasoline",18,24.5,294
"4","Hybrid",36.1,44.5,297
"6","Gasoline",39.1,43,189
"8","Gasoline",25.3,32.8,332
"4","Gasoline",36.1,42.8,144
"4","Diesel",42.2,50.3,132
"6","Diesel",27.2,33.2,272
"4","Gasoline",33.4,41.3,250
"8","Gasoline",20.1,24.2,549
"4","Gasoline",15.8,20.3,486
"6","Gasoline",49.3,58.6,85
"6","Gasoline",25.5,30.8,247
"4","Gasoline",24.8,34.7,198
"6","Gasoline",49.1,52.4,118
"4","Diesel",40.5,47,187
"4","Diesel",35.5,40.8,171
"4","Gasoline",39.5,49.5,141
"4","Diesel",39.8,49.7,273
"6","Gasoline",41.7,46.3,201
"8","Diesel",17.4,22.3,304
"4","Gasoline",29.4,37.6,184
"4","Diesel",25.3,34.5,363
"4","Gasoline",17.5,25.1,540
"6","Gasoline",29.4,38.5,285
"8","Diesel",36.6,40,196
"6","Gasoline",21.2,28.7,418
"6","Gasoline",25.7,33.6,403
"4","Diesel",37.4,41.7,132
"3","Hybrid",35.3,43.7,286
"6","Gasoline",45.4,55,223
"6","Gasoline",42.7,52,147
"6","Gasoline",48.8,53.5,123
"6","Diesel",35.9,41.2,226
"6","Gasoline",39.4,45.9,144
"6","Hybrid",45.1,49.2,107
"8","Gasoline",44.4,54.1,245
"8","Gasoline",40.2,44.3,191
"4","Gasoline",32.5,40.8,215
"4","Gasoline",24.6,30,178
"4","Diesel",45.7,52.7,166
"6","Gasoline",42.2,45.5,234
"3","Hybrid",44.3,48.7,127
"3","Gasoline",19.9,26,304
"3","Gasoline",26,33.7,178
"6","Gasoline",29.9,38.3,201
"4","Hybrid",44.3,47.5,246
"4","Diesel",46.3,50.4,120
"4","Gasoline",25,33.1,138
"6","Hybrid",39,47.7,195
"4","Gasoline",17.7,22.4,440
"4","Diesel",29.3,33.9,210
"6","Hybrid",32,35.6,277
"4","Diesel",41.8,45.9,93
"4","Hybrid",46.2,49.3,141
"6","Hybrid",26.8,33.9,165
"4","Hybrid",33.5,42.8,151
"6","Gasoline",37.7,41.7,179
"4","Gasoline",26.5,34.8,263
"4","Diesel",49.5,56.5,86
"6","Diesel",45.7,55.3,92
"6","Gasoline",25.4,34,325
"4","Gasoline",32.8,41.8,195
"4","Hybrid",23.1,30.6,197
"6","Hybrid",33,41.7,155
"6","Gasoline",38.9,44.4,241
"4","Gasoline",18,22.5,208
"6","Gasoline",45.5,54.9,163
"4","Gasoline",35.8,43.9,173
"4","Diesel",49.6,53.2,211
"3","Hybrid",15.9,25,521
"4","Gasoline",44.1,49.5,209
"3","Gasoline",42.7,47.8,157
"4","Diesel",19.6,27,398
"4","Gasoline",26.7,33.7,310
"4","Gasoline",46,52.8,135
"3","Diesel",33.1,37.9,323
"4","Hybrid",29,38.7,365
"6","Gasoline",46.7,56.4,126
"4","Diesel",18.3,21.3,543
"6","Gasoline",31.6,37,237
"4","Gasoline",37.8,41.1,198
"4","Gasoline",36.3,45.3,175
"4","Gasoline",24.2,33.4,219
"8","Gasoline",34.7,41.3,310
"4","Gasoline",39.8,48.7,231
"3","Diesel",35.5,43.4,193
"6","Diesel",39,45.5,244
"8","Gasoline",24,29.5,375
"8","Gasoline",44.1,49,131
"4","Gasoline",30.7,35.5,160
"4","Gasoline",49.6,56.5,209
"6","Gasoline",15.8,20,606
"4","Diesel",28.3,32.5,410
"6","Gasoline",21.3,24.4,172
"6","Gasoline",34.4,41.7,223
"6","Gasoline",23.5,33.5,347
"4","Gasoline",40.8,50,195
"4","Hybrid",45.9,53.8,200
"6","Gasoline",22.4,30.9,186
"4","Gasoline",20.6,26.5,160
"4","Diesel",45.6,50.7,95
"3","Gasoline",27.6,33.2,233
"4","Gasoline",30.2,33.8,207
"4","Hybrid",22.7,30.1,432
"6","Hybrid",29.9,34.1,140
"4","Gasoline",23.1,31.4,280
"4","Gasoline",38.3,42.6,300
"4","Diesel",32.5,37.1,234
"4","Gasoline",42.6,52.3,103
"8","Gasoline",25.9,29.6,227
"6","Gasoline",32.7,39.2,257
"3","Gasoline",24.1,27.5,149
"6","Gasoline",47.7,51.3,247
"4","Gasoline",33.3,40.7,235
"8","Diesel",21.1,28.5,400
"4","Gasoline",24.5,28.9,304
"4","Gasoline",17.9,27,540
"4","Gasoline",16,23.9,446
"6","Diesel",33.4,38.5,265
"4","Gasoline",26.8,31.5,387
"6","Gasoline",48.7,57,214
"3","Gasoline",21,29.1,160
"8","Gasoline",42.8,46.8,139
"3","Hybrid",26.1,31.5,205
"8","Gasoline",22.8,27.3,152
"4","Gasoline",48.9,54,222
"4","Diesel",43.1,48.1,143
"8","Gasoline",37.1,46.9,162
"8","Gasoline",39.4,47.7,106
"6","Gasoline",49.7,58.2,230
"4","Diesel",35.8,40.7,287
"4","Gasoline",18.6,21.6,436
"4","Gasoline",17.3,20.7,553
"4","Gasoline",38.3,45.2,253
"4","Gasoline",38,43,234
"3","Diesel",41.2,45.6,121
"6","Hybrid",18.8,22.1,492
"6","Diesel",48.1,57.2,166
"4","Diesel",34.3,41.5,266
"4","Hybrid",37.7,41.5,215
"4","Gasoline",16.2,24.6,594
"6","Gasoline",48.6,56.9,175
"3","Gasoline",34.7,39.7,236
"6","Gasoline",34.7,39,302
"4","Gasoline",48,56.7,135
"4","Gasoline",47.5,52.8,130
"6","Gasoline",22.7,31.6,300
"6","Gasoline",47.6,50.9,180
"4","Hybrid",40.8,47.3,129
"4","Gasoline",15.7,20,545
"8","Gasoline",23.4,31.1,395
"4","Diesel",29.5,39.5,255
"6","Gasoline",35.4,41.3,217
"6","Gasoline",39.5,43.2,153
"6","Gasoline",22.4,27.6,468
"4","Diesel",44.3,53.5,212
"4","Hybrid",44.6,53,163
"8","Gasoline",37.2,41.8,241
"4","Gasoline",47.2,56.9,129
"3","Gasoline",43.5,50.9,91
"6","Gasoline",22.8,27,222
"4","Hybrid",43,50,96
"6","Diesel",48.4,54.6,159
"6","Gasoline",19.8,28.5,381
"6","Diesel",49.3,54.7,136
"6","Gasoline",15.9,25,410
"4","Hybrid",33.3,42,119
"4","Hybrid",42.1,49.8,228
"6","Gasoline",42.7,47.5,90
"4","Diesel",40.7,50.5,204
"8","Gasoline",33.5,40.3,204
"6","Gasoline",37.8,47.2,126
"3","Diesel",39.5,44,199
"6","Gasoline",32.3,42.2,284
"4","Gasoline",35.8,44.5,184
"4","Diesel",44.6,54.2,141
"6","Diesel",26,30.5,177
"6","Gasoline",33.3,39.3,247
"4","Gasoline",15.3,19,641
"4","Gasoline",39.1,43.1,211
"4","Gasoline",21.8,26.8,214
"4","Hybrid",31.8,41.5,260
"4","Gasoline",22.4,30.1,153
"4","Gasoline",15.8,21,602
"6","Gasoline",31.9,41.6,321
"8","Gasoline",29.9,38.1,264
"4","Diesel",29.9,39.2,332
"4","Gasoline",22.3,31.8,166
"6","Gasoline",48.2,56.5,110
"6","Hybrid",15.1,19.8,374
"8","Gasoline",46.2,56.2,205
"4","Gasoline",40.8,46.1,184
"4","Gasoline",21,28.7,274
"4","Gasoline",31.5,40.4,143
"6","Gasoline",49.6,53.8,210
"4","Gasoline",37.5,44.8,95
"4","Gasoline",19.5,25.1,300
"4","Hybrid",31,35.7,176
"4","Gasoline",31.4,34.5,148
"6","Diesel",43.1,52.2,110
"4","Diesel",47.1,51.1,164
"6","Gasoline",17.9,27,333
"4","Gasoline",26,33.2,280
"4","Gasoline",25.4,32.7,348
"4","Gasoline",49.9,58.7,213
"4","Hybrid",34.6,41.2,126
"3","Gasoline",45.8,51.3,92
"6","Hybrid",29.9,33.9,205
"6","Hybrid",40.3,47.3,195
"4","Gasoline",25,31.9,163
"3","Gasoline",46.9,52,203
"8","Gasoline",30.9,38.1,250
"4","Hybrid",43.1,49.2,223
"4","Hybrid",24,32.6,243
"4","Gasoline",39.3,46.2,170
"6","Gasoline",29.2,38.7,319
"4","Gasoline",16.1,22.7,314
"4","Hybrid",29.5,38.7,208
"4","Hybrid",34.3,40.9,103
"4","Gasoline",20.3,27.2,362
"4","Gasoline",21.4,27,463
"6","Gasoline",31.3,37.1,117
"6","Gasoline",27,36.5,287
"4","Hybrid",30.4,35,341
"4","Gasoline",31.1,35,244
"6","Diesel",19.9,28.7,267
"6","Gasoline",21.3,28.3,503
"4","Gasoline",44.7,49.7,91
"4","Gasoline",20.7,26.7,236
"4","Diesel",38.3,45,276
"4","Diesel",29.6,36.7,192
"3","Gasoline",48.9,57.6,205
"6","Gasoline",17.3,23.1,330
"4","Gasoline",44.1,51.8,226
"6","Gasoline",32.2,41,266
"6","Diesel",15.2,24.1,399
"6","Gasoline",24.2,29,313
"4","Gasoline",29.3,34.8,166
"4","Hybrid",26,33.2,161
"8","Gasoline",27.7,36.9,310
"6","Gasoline",47.1,55.6,218
"6","Gasoline",27.6,34.7,323
"3","Hybrid",29.7,39.6,339
"4","Gasoline",41.6,47.7,258
"6","Gasoline",42.8,51.7,223
"3","Diesel",17.9,26.6,522
"4","Gasoline",39.6,49,118
"4","Hybrid",31.9,41.8,275
"3","Hybrid",19.7,26.2,451
"4","Diesel",24.3,28.7,192
"4","Diesel",16.6,22.8,594
"4","Gasoline",27.6,36.6,119
"6","Gasoline",23.9,32.8,266
"4","Diesel",28.4,33.8,127
"4","Gasoline",35.3,38.6,225
"6","Gasoline",40.6,47.2,168
"4","Hybrid",36.2,42.5,234
"4","Gasoline",38.7,42.3,258
"6","Gasoline",45.3,53.9,211
"8","Diesel",45.6,50.6,209
"3","Hybrid",45.1,52.6,95
"4","Hybrid",20.4,24.1,333
"6","Diesel",23.8,32.8,385
"4","Hybrid",32.6,40.8,258
"6","Diesel",27.6,33.3,319
"8","Gasoline",19.6,27,246
"8","Diesel",25.1,29.4,242
"4","Gasoline",49.1,59,224
"4","Gasoline",27.1,35.7,355
"8","Gasoline",29.7,38.2,153
"4","Gasoline",15.2,19.3,494
"4","Gasoline",40.2,43.3,193
"6","Gasoline",29.5,36.6,231
"4","Gasoline",18.6,22.6,382
"4","Gasoline",48.9,57.4,176
"6","Gasoline",42.2,48.1,270
"4","Diesel",40.4,45.8,265
"3","Hybrid",48.5,52,227
"4","Hybrid",29.3,39.3,289
"6","Gasoline",40.1,49.8,87
"4","Diesel",22.2,26.1,315
"4","Gasoline",39.4,44.7,196
"6","Gasoline",15.5,21.2,606
"6","Diesel",19.4,24.5,539
"4","Diesel",29.9,39.4,222
"6","Hybrid",15.4,23.4,329
"4","Diesel",31.2,40.9,186
"6","Gasoline",33.3,42.4,233
"4","Hybrid",36.8,45.1,150
"4","Diesel",18.5,26.4,522
"6","Hybrid",21.3,30.4,287
"4","Diesel",36.5,44.3,307
"4","Gasoline",38,42.3,117
"4","Gasoline",15.9,23.4,275
"6","Gasoline",33.9,40.5,221
"4","Gasoline",42.5,52.4,239
"4","Gasoline",17.4,24,331
"3","Gasoline",29.5,32.8,356
"4","Hybrid",26.4,31.2,259
"4","Hybrid",47,56.4,217
"4","Diesel",21.5,31.2,234
"3","Gasoline",26.1,34.2,261
"4","Gasoline",46.4,49.8,129
"6","Diesel",26.6,29.8,200
"6","Gasoline",33.6,40,202
"6","Hybrid",16.2,26.2,315
"3","Hybrid",49.5,58.6,197
"8","Gasoline",43.9,53.4,212
"4","Diesel",37.2,44.6,168
"8","Gasoline",17.1,26.1,576
"4","Diesel",17.6,22.8,607
"4","Gasoline",34.1,37.3,330
"4","Gasoline",25,34.4,299
"4","Diesel",36.8,41.3,188
"6","Diesel",35.9,44,162
"6","Diesel",44.4,52,81
"8","Gasoline",24.8,28.9,346
"6","Diesel",35.2,39.6,230
"4","Diesel",42.2,47.5,206
"3","Hybrid",32.2,40.5,242
"8","Hybrid",44.1,47.4,108
"4","Diesel",19.6,25.4,437
"6","Diesel",40.7,48.4,155
"4","Gasoline",48,52.2,165
"4","Gasoline",26.6,30.4,244
"8","Gasoline",27.8,33.5,129
"4","Hybrid",17.9,22.9,560
"4","Hybrid",37.5,45,122
"4","Diesel",34.3,44.1,226
"6","Gasoline",16.4,19.4,641
"3","Gasoline",41.3,50.6,124
"3","Gasoline",44,50,156
"4","Gasoline",46.7,54.3,140
"4","Gasoline",34.1,43.1,117
"4","Hybrid",30.8,37.8,217
"3","Gasoline",45.7,49.4,167
"8","Gasoline",29,33,128
"8","Gasoline",37.9,46.4,190
"4","Hybrid",36.5,41.1,118
"6","Hybrid",28,35,367
"4","Gasoline",18,24,449
"4","Hybrid",15.7,20.8,233
"4","Gasoline",30,38.5,321
"4","Gasoline",31.8,39.9,193
"4","Gasoline",43.8,51.3,120
"4","Gasoline",29.5,35.1,185
"6","Diesel",24.8,29.4,331
"4","Hybrid",31.2,37.8,129
"6","Diesel",23.3,32,154
"4","Gasoline",18.2,25.2,426
"4","Gasoline",19,28.8,516
"4","Gasoline",26.2,29.3,288
"4","Gasoline",15.4,25.4,361
"6","Gasoline",22.7,30.5,453
"6","Gasoline",42.6,51.4,125
"4","Diesel",23.2,28.5,226
"6","Diesel",18.9,25.5,526
"8","Gasoline",48.2,56.8,179
"6","Gasoline",36.8,45.1,103
"4","Gasoline",17.1,22.4,488
"6","Gasoline",17.2,22.5,550
"4","Gasoline",36.4,44,153
"6","Gasoline",33.9,43.4,184
"4","Diesel",17.4,23.5,268
"4","Hybrid",22.9,28.4,362
"3","Gasoline",47.5,56.8,183
"4","Diesel",35,42.8,112
"8","Gasoline",30.4,36.1,291
"3","Hybrid",23.8,27.2,373
"4","Gasoline",19.7,27.8,171
"8","Gasoline",29.1,34.6,270
"4","Gasoline",47.3,50.8,186
"4","Gasoline",16.7,24,369
"4","Gasoline",49.7,55,222
"4","Hybrid",22.3,27.7,265
"4","Diesel",29.3,35.7,133
"3","Gasoline",16.6,24.6,467
"6","Gasoline",35.5,40.4,238
"8","Diesel",31.9,35.5,368
"4","Hybrid",38.3,44.3,140
"4","Diesel",34,37.4,202
"4","Gasoline",28.9,36.8,237
"6","Diesel",40.8,50.5,247
"4","Diesel",15.9,23.5,374
"6","Gasoline",33.9,38.8,289
"3","Gasoline",19,23.3,242
"8","Diesel",30.3,34.9,225
"4","Hybrid",42.7,47.3,113
"6","Gasoline",20,25.2,534
"4","Hybrid",47.8,51.5,107
"6","Gasoline",46.1,55.4,146
"4","Gasoline",29.5,38.7,131
"3","Gasoline",15.2,22.5,627
"4","Hybrid",42.6,46,208
"6","Gasoline",45.8,54.4,243
"6","Gasoline",21.1,24.5,181
"4","Gasoline",47.1,50.8,108
"4","Gasoline",47,52.3,143
"4","Hybrid",31.5,37.5,266
"6","Gasoline",42.9,48.4,145
"6","Hybrid",30.6,34.8,305
"6","Hybrid",34.7,38.5,142
"4","Gasoline",26.2,35.2,293
"8","Diesel",20.6,26.1,310
"6","Gasoline",41.1,45.6,189
"6","Gasoline",15,21.4,480
"4","Diesel",35.3,38.6,116
"6","Diesel",45.3,52.5,242
"4","Gasoline",22.7,27.4,424
"4","Gasoline",26.7,33.9,252
"4","Hybrid",35.6,42.9,218
"4","Diesel",23.6,32.3,144
"4","Gasoline",44.7,49.3,172
"4","Gasoline",27.8,34,242
"4","Gasoline",35.4,45.1,175
"6","Gasoline",22.9,31,404
"4","Gasoline",16.4,26.2,251
"3","Gasoline",21.1,30.6,205
"4","Gasoline",16.6,23.9,411
"6","Diesel",31.4,36.2,289
"6","Gasoline",35.5,43.8,100
"4","Gasoline",16.6,24.5,415
"8","Gasoline",18.2,25.3,293
"3","Gasoline",32,39.9,289
"8","Gasoline",43,50.3,168
"4","Diesel",37,43.6,274
"3","Gasoline",18.7,24.6,334
"4","Gasoline",46.1,49.4,230
"4","Gasoline",47.1,56.2,194
"4","Gasoline",26.4,35.5,355
"6","Gasoline",36.6,43.8,270
"6","Gasoline",32.2,37.1,231
"4","Gasoline",48,51.2,141
"4","Diesel",32.8,35.8,305
"4","Hybrid",48.6,52.1,137
"3","Gasoline",22,27.5,183
"6","Diesel",27.1,31.4,385
"3","Diesel",42.3,47.2,161
"6","Hybrid",42.4,50.3,106
"4","Gasoline",40.6,50.3,207
"4","Hybrid",45.1,49.5,244
"4","Hybrid",39.6,45.9,264
"4","Gasoline",37.3,47.2,204
"4","Gasoline",31.1,40.6,126
"6","Hybrid",31.3,36.8,289
"4","Diesel",29.2,34.4,285
"4","Gasoline",36.7,41.4,143
"6","Diesel",29.2,33.3,372
"4","Gasoline",20.2,26.4,193
"6","Gasoline",18.7,24.1,328
"4","Gasoline",47.4,55.6,89
"4","Gasoline",15.9,20.6,643
"6","Hybrid",18.7,26.9,178
"6","Gasoline",30.6,35.6,226
"3","Hybrid",24.2,31.3,407
"4","Gasoline",29.2,36.7,181
"6","Gasoline",19.1,26.8,203
"3","Gasoline",19.6,23.8,224
"4","Gasoline",43,48,160
"6","Hybrid",41.6,46.3,171
"6","Gasoline",18.6,25.6,454
"6","Hybrid",38.4,41.9,145
"6","Gasoline",36.3,42.9,250
"6","Gasoline",40,43.6,299
"6","Gasoline",31.6,37,330
"6","Diesel",24.4,32.2,329
"4","Gasoline",38.2,44.1,291
"4","Diesel",28,33,407
"6","Diesel",22.7,30,332
"6","Gasoline",29.3,37.5,184
"4","Gasoline",41.7,46.5,267
"4","Gasoline",31.7,36.8,325
"8","Hybrid",25.5,33,154
"4","Gasoline",44.1,53.9,244
"4","Gasoline",45.9,50.4,144
"6","Gasoline",30.2,37.8,193
"8","Diesel",28.1,37.4,206
"6","Diesel",36.4,42.6,166
"6","Hybrid",17,22.2,422
"4","Hybrid",39.2,46.9,205
"6","Gasoline",42.4,45.6,170
"4","Gasoline",28.9,34.4,233
"6","Diesel",21.1,25.9,434
"4","Hybrid",16,20.6,206
"3","Gasoline",37.3,41.6,305
"4","Gasoline",24.4,32.6,351
"4","Hybrid",31.2,40.9,276
"6","Gasoline",28.5,34.2,237
"8","Gasoline",21.1,24.4,536
"6","Hybrid",32.8,40.8,102
"6","Hybrid",31.1,37.9,128
"4","Gasoline",36.8,44.9,264
"6","Gasoline",23.8,31.3,371
"6","Gasoline",22.5,31.8,226
"6","Hybrid",43.5,47.5,197
"4","Hybrid",39.6,43.8,202
"6","Diesel",42,47.4,187
"6","Gasoline",19.3,25.7,398
"4","Gasoline",22.8,32.3,452
"6","Diesel",35.1,44.4,312
"8","Gasoline",45,54.1,249
"4","Diesel",46.2,50.8,176
"6","Diesel",44.1,52.2,136
"6","Gasoline",16.5,22.2,447
"6","Hybrid",43.7,53.2,190
"4","Gasoline",46.5,51,133
"6","Diesel",17,21,489
"4","Gasoline",29.6,38.5,270
"3","Diesel",33.8,41.8,308
"6","Diesel",23.1,31.8,212
"6","Gasoline",33.1,37.2,280
"6","Gasoline",46,55.2,152
"4","Gasoline",45.3,53,99
"3","Gasoline",47.9,55.5,126
"8","Diesel",31.9,39,120
"4","Gasoline",29.4,37.8,195
"6","Gasoline",38.3,44.2,106
"6","Gasoline",29.6,33.5,376
"6","Gasoline",16.5,23.3,233
"4","Diesel",40.2,48.4,246
"6","Gasoline",24.8,28.9,435
"6","Diesel",16.7,21.3,413
"4","Hybrid",15.7,23.6,215
"4","Gasoline",47.6,52.5,179
"4","Diesel",23.8,28,224
"3","Gasoline",30.7,39.9,150
"6","Gasoline",48.3,52.4,173
"6","Gasoline",31.4,36.8,201
"8","Gasoline",17.8,23.8,488
"4","Hybrid",34.3,40.6,238
"6","Gasoline",18.1,23.6,528
"4","Gasoline",18.3,27.7,185
"6","Gasoline",44.8,52.4,119
"6","Gasoline",25.1,30.6,313
"8","Diesel",38.8,44.3,276
"6","Gasoline",32.8,39.3,301
"8","Hybrid",22.8,26,397
"6","Hybrid",33.1,42.6,232
"6","Gasoline",17.4,22,471
"3","Diesel",27.2,35.1,180
"6","Gasoline",33.3,41.7,239
"6","Gasoline",23,31.8,295
"4","Gasoline",38.1,42.3,177
"3","Gasoline",16.8,23.6,570
"6","Hybrid",32,35.6,326
"4","Gasoline",40,48.6,100
"4","Diesel",30,36.4,373
"6","Gasoline",45.6,49.7,121
"8","Diesel",37.1,45.1,137
"6","Gasoline",48.5,53.8,235
"4","Diesel",24.9,28.7,285
"4","Gasoline",47.9,54.1,212
"4","Hybrid",36.2,40.8,163
"4","Hybrid",41.1,50.8,248
"4","Diesel",46.6,52.1,224
"8","Gasoline",34.3,41.3,219
"4","Gasoline",45.2,54.8,198
"4","Hybrid",34,39.8,330
"4","Gasoline",36,41.5,199
"4","Gasoline",30.6,34.7,247
"4","Gasoline",20.1,29.7,405
"3","Gasoline",34.4,43,184
"8","Gasoline",49.2,53.7,236
"4","Gasoline",42.6,47.9,91
"3","Gasoline",41.2,50.6,159
"3","Gasoline",37.5,44.3,244
"4","Gasoline",27.2,34.1,245
"4","Gasoline",20.9,28.4,244
"3","Diesel",22.9,31.2,272
"4","Gasoline",15.2,24.8,573
"6","Diesel",38.6,47.2,199
"4","Gasoline",43.4,52.9,139
"4","Gasoline",24.4,33.1,335
"4","Gasoline",18.2,21.5,459
"4","Gasoline",26.8,30.6,302
"4","Hybrid",25.2,34.4,241
"3","Gasoline",30.8,34,135
"3","Diesel",24.2,32.8,322
"4","Hybrid",26.9,35.8,237
"4","Gasoline",46.8,52.7,151
"3","Gasoline",26.7,32.2,197
"4","Gasoline",42.5,46.9,133
"8","Hybrid",36.9,40.2,276
"6","Diesel",26.8,35,257
"6","Diesel",43.6,47.1,104
"6","Gasoline",35.8,45.4,102
"8","Hybrid",15.3,20.4,320
"6","Diesel",17.4,26,369
"6","Gasoline",41.3,44.7,213
"4","Gasoline",30.6,37.4,147
"4","Gasoline",29.2,34.6,237
"6","Gasoline",20.1,23.3,202
"8","Hybrid",20.5,28.1,168
"4","Gasoline",42.9,52.5,237
"6","Gasoline",44,47.1,209
"4","Gasoline",34.6,39.5,286
"4","Gasoline",25.3,33.2,183
"4","Gasoline",47.6,56.7,126
"4","Hybrid",36.8,41.1,196
"4","Gasoline",42.9,46.4,213
"6","Gasoline",15.1,18.2,506
"6","Diesel",30.8,35.3,259
"6","Gasoline",45.5,49,108
"4","Gasoline",26.8,32.3,267
"6","Gasoline",40.4,46.5,252
"4","Gasoline",38,44.4,199
"4","Gasoline",20.3,24.3,247
"6","Gasoline",42.1,48.3,163
"4","Gasoline",18.9,22,506
"3","Diesel",40.5,45.2,115
"4","Gasoline",49.7,55.3,168
"6","Hybrid",48.5,52.3,242
"4","Gasoline",43,51.7,149
"6","Gasoline",33.7,38.1,115
"6","Hybrid",38.6,46.9,217
"6","Gasoline",40.5,46.8,95
"6","Gasoline",15.3,21.7,293
"4","Gasoline",18.6,26.1,187
"4","Diesel",35.9,39.2,140
"4","Gasoline",15.2,18.8,661
"4","Gasoline",46.8,52.1,206
"6","Gasoline",32.1,38,192
"3","Diesel",24,30,430
"4","Gasoline",28.8,36.5,293
"6","Gasoline",44.8,47.8,166
"6","Gasoline",47.5,57.2,83
"6","Hybrid",19.1,23.3,478
"6","Gasoline",42.2,46.9,158
"6","Gasoline",35.2,44.5,161
"6","Hybrid",35.5,38.5,170
"4","Gasoline",42.3,52.2,81
"8","Diesel",22.8,26.1,419
"4","Hybrid",33.6,37.4,141
"4","Hybrid",26.2,30.9,291
"4","Gasoline",18.3,24.4,182
"6","Gasoline",18.7,25.3,420
"8","Gasoline",19.8,23.5,323
"4","Hybrid",36.5,40,242
"3","Hybrid",18.7,21.9,223
"6","Gasoline",35,39.8,163
"8","Diesel",35.6,45.1,117
"4","Hybrid",46.6,52.3,190
"4","Gasoline",36.9,45.2,114
"6","Gasoline",49.5,53.8,177
"4","Gasoline",16.1,19.6,276
"6","Gasoline",39.6,46.5,279
"4","Hybrid",15.9,24.7,364
"3","Hybrid",40.5,49.8,108
"4","Gasoline",28.5,35.3,129
"4","Gasoline",36.4,41.5,170
"4","Gasoline",25.8,29.6,417
"3","Diesel",20.6,28.3,205
"6","Diesel",40.3,45.3,249
"4","Gasoline",46.7,55.6,145
"8","Gasoline",21.4,28.6,431
"4","Gasoline",47.2,56.2,221
"6","Gasoline",19.9,26.9,533
"4","Hybrid",40.7,49.1,97
"4","Gasoline",48.6,53.7,210
"4","Gasoline",20.2,26.7,186
"4","Gasoline",30.2,33.3,205
"6","Gasoline",26.8,34.1,309
"6","Gasoline",28.6,35.3,240
"6","Gasoline",41.4,49.7,191
"4","Hybrid",38.1,46.2,290
"6","Gasoline",48.9,56.3,207
"6","Gasoline",21.5,24.9,299
"8","Gasoline",34,43.3,233
"6","Diesel",30.7,33.8,129
"3","Gasoline",47.2,55.8,150
"4","Hybrid",15.4,21.8,488
"4","Gasoline",49.6,58.3,185
"6","Gasoline",31.8,38.1,333
"4","Gasoline",36.9,44.4,153
"6","Hybrid",27.6,33.1,384
"4","Gasoline",44.8,53,195
"4","Gasoline",34.7,39.5,119
"3","Gasoline",38.2,46.2,168
"4","Gasoline",37.7,42.1,199
"6","Gasoline",27.7,35.8,215
"4","Gasoline",17.7,22.8,235
"6","Gasoline",43.3,48.3,187
"3","Gasoline",25.1,33.8,166
"3","Gasoline",44.7,53.4,240
"6","Gasoline",36.3,44.1,282
"4","Gasoline",27.4,36.9,246
"6","Gasoline",35.8,39.9,115
"6","Gasoline",37.6,42.5,214
"6","Gasoline",39.7,44.8,211
"4","Gasoline",43.8,48.9,249
"4","Diesel",20.6,25.9,187
"6","Gasoline",48,55.9,189
"6","Diesel",29.4,34.3,272
"6","Gasoline",45.1,50.1,111
"4","Gasoline",22.7,29.7,184
"4","Gasoline",16,20.4,540
"4","Gasoline",35.1,40.7,177
"6","Gasoline",26.4,29.8,445
"4","Gasoline",49.5,59.2,213
"4","Diesel",18.7,23.9,408
"6","Gasoline",16.7,25.7,442
"4","Hybrid",16.6,23.3,258
"4","Gasoline",22.6,27.2,465
"4","Diesel",35.3,39.7,207
"4","Gasoline",32.7,40.6,227
"4","Hybrid",27.3,37.1,354
"4","Gasoline",18.1,22.4,188
"3","Gasoline",23.2,27,322
"3","Gasoline",21.4,27.1,381
"4","Hybrid",41.1,46.9,117
"6","Hybrid",42.3,50.9,93
"3","Gasoline",42.2,48.5,186
"4","Diesel",48.9,52.3,169
"4","Gasoline",45.9,55.3,131
"4","Gasoline",32.4,38,326
"4","Gasoline",29.5,37.2,191
"3","Hybrid",47.1,54.8,162
"6","Gasoline",36.4,39.8,141
"4","Gasoline",25.3,28.3,144
"6","Gasoline",34.8,38.4,204
"3","Gasoline",49.7,59.4,153
"4","Gasoline",44.7,53.3,213
"4","Gasoline",24.8,28.7,287
"6","Gasoline",48.4,55.7,119
"4","Gasoline",49.4,56.7,170
"4","Gasoline",23.1,26.1,288
"4","Gasoline",46.3,52.3,117
"3","Hybrid",45.9,53.9,235
"8","Gasoline",16.4,20.7,455
"4","Diesel",38.4,47.4,128
"6","Gasoline",25.7,33.3,326
"6","Gasoline",38.6,41.6,269
"4","Gasoline",47,56,202
"3","Diesel",32.5,35.6,264
"6","Hybrid",29.5,38.7,243
"4","Gasoline",47.3,52.6,211
"4","Gasoline",49.1,57,187
"6","Diesel",17.2,25.7,408
"6","Gasoline",47.3,52.3,191
"6","Diesel",17.9,23.4,253
"6","Gasoline",26.8,33.4,130
"4","Diesel",41.7,48.8,263
"4","Gasoline",42.2,47.2,267
"3","Gasoline",40.4,50.3,235
"6","Diesel",16.4,24.6,342
"8","Gasoline",19.7,24.6,229
"4","Gasoline",47.8,55.3,133
"3","Gasoline",17.9,23.9,483
"4","Gasoline",17.7,26.7,301
"6","Gasoline",44.2,49.5,229
"4","Hybrid",37.4,41.7,244
"3","Diesel",27.3,30.6,320
"8","Gasoline",20.8,30.7,462
"6","Hybrid",45.9,51.4,238
"4","Gasoline",49.6,54.1,192
"8","Gasoline",16.7,23.1,276
"4","Gasoline",34.4,39.4,324
